miete;mieteqm;flaeche;bjahr;bad;kueche;bezv;lage;zh
672.9;7.476.667;90;1918;0;0;350;2;0
903.4;1.457.097;62;1957.5;0;0;372;2;1
1018;1.957.692;52;1939;0;0;816;1;1
682.4;2.067.879;33;1972;0;0;425;2;1
1262.8;1.451.494;87;1957.5;0;0;350;2;1
606.6;25.275;24;1960;0;0;321;2;1
965.8;1.857.308;52;1960;0;0;563;2;1
631;2.253.572;28;1991;0;0;1617;1;1
1919.8;234.122;82;1984;0;0;1334;2;1
460.1;1.394.242;33;1957.5;0;0;1641;1;1
713.6;1.097.846;65;1964;0;0;552;1;0
680.8;9.725.714;70;1957.5;0;0;1025;1;1
749.7;12.495;60;1958;0;0;712;1;1
828.8;1.381.333;60;1957.5;0;0;563;2;1
1307.9;2.012.154;65;1983;0;0;1912;1;1
715;9.533.334;75;1918;0;0;531;2;0
731.4;2.216.364;33;1967;0;0;1361;1;1
653.9;1.362.292;48;1977;0;0;561;2;1
1778.8;166.243;107;1994.5;0;0;1406;1;1
669.9;1.970.294;34;1957.5;0;0;915;1;1
564.2;7.728.767;73;1962;0;0;1712;1;1
602.1;1.770.882;34;1968;0;0;927;1;1
1038.3;1.483.286;70;1957.5;0;0;1312;1;1
661.1;2.203.666;30;1918;0;0;541;2;1
944.6;1.431.212;66;1951;0;0;1855;1;1
986.5;2.348.809;42;1991;0;0;623;1;1
1065.7;1.184.111;90;1918;0;0;543;2;0
1180.3;1.157.157;102;1970;0;0;2033;1;1
721.5;8.488.235;85;1929;0;0;1243;2;1
833.5;1.190.714;70;1963;0;0;1133;1;1
796.2;1.206.364;66;1963;0;0;421;1;1
1153.7;1.774.923;65;1929;0;0;1122;1;1
854.9;10. Mrz;83;1972;0;0;913;2;1
523.2;Jun 54;80;1918;0;0;232;2;0
616.8;1.869.091;33;1972;0;0;1321;1;1
829.9;1.383.167;60;1968;0;0;1342;1;1
787.1;196.775;40;1995;0;1;2314;1;1
1288.8;1.534.286;84;1983;0;0;2523;2;1
638.5;7.692.771;83;1994.5;0;0;2514;1;1
894.2;8.516.191;105;1961;0;0;1402;1;1
912.6;14. Apr;65;1957.5;0;0;372;2;1
1440;2.117.647;68;1959;0;0;220;2;1
511.5;1.189.535;43;1994.5;0;0;125;2;1
646.5;1.657.692;39;1957.5;0;0;321;2;1
824.6;23.56;35;1994.5;0;0;321;2;1
651.1;6.142.453;106;1924;0;0;816;1;0
1019.1;9.264.545;110;1918;0;0;941;2;1
1015.8;1.881.111;54;1990;0;0;942;2;1
547.2;1.072.941;51;1972;0;0;711;1;1
1269.7;1.983.906;64;1981;0;0;711;2;1
455.8;1.085.238;42;1957;0;0;282;1;1
1486.3;1.238.583;120;1918;0;0;273;2;1
312.7;7.445.239;42;1938;0;0;1921;1;1
528.3;1.427.838;37;1967;0;0;711;1;1
424.5;8.663.265;49;1957.5;0;0;943;2;1
1014;1.536.364;66;1968;0;0;1853;2;1
2316.6;22.275;104;1983;1;1;1855;3;1
912.3;1.322.174;69;1959;0;0;1833;1;1
612.2;2.186.429;28;1965;0;0;1957;1;1
1032;1.876.364;55;1968;0;0;917;2;1
484.8;7.575;64;1957.5;0;0;623;1;1
720.8;1.566.957;46;1918;0;0;321;2;1
833.7;13.895;60;1957.5;0;0;372;2;0
787.1;1.210.923;65;1963;0;0;1013;1;1
606.7;1.733.429;35;1972;0;0;623;1;1
412.6;6.347.692;65;1957.5;0;0;1832;1;0
727.3;1.652.954;44;1972;0;0;1333;2;1
1335.1;1.420.319;94;1981;0;0;1361;1;1
683.8;2.532.593;27;1983;0;0;1831;1;1
747.6;1.437.692;52;1958;0;0;1714;1;1
1079.8;1.479.178;73;1918;0;0;563;1;1
495.9;13. Mai;38;1988;0;0;2524;1;1
120;.8108108;148;1918;0;0;152;2;0
1443.1;14.431;100;1970;0;0;1854;3;1
177.5;4.034.091;44;1955;0;0;1712;1;1
621;1.267.347;49;1957.5;0;0;232;2;0
704.2;1.173.667;60;1957.5;0;0;231;2;1
600.2;9.680.645;62;1972;0;0;220;2;1
1573.3;1.748.111;90;1961;0;0;1402;1;1
2080.9;1.678.145;124;1979;0;0;1371;1;1
717.7;1.104.154;65;1967;0;0;2522;1;1
968.6;7.874.796;123;1929;0;0;816;1;1
818.4;1.203.529;68;1963;0;0;2033;2;1
475.8;6.797.143;70;1956;0;0;2524;2;1
1295.4;161.925;80;1968;0;0;1641;1;1
877.6;1.044.762;84;1967;0;0;2221;1;1
1271.6;1.513.809;84;1929;0;0;350;2;1
775.5;1.988.461;39;1960;0;0;422;1;1
446.6;1.207.027;37;1954;0;0;2442;1;1
1047.5;137.829;76;1957.5;0;0;411;2;1
1291.6;1.722.133;75;1955;0;0;411;2;1
864.3;1.516.316;57;1981;0;0;1012;1;1
577.1;Sep 95;58;1956;0;0;1122;1;1
1105.5;2.256.122;49;1991;0;0;2424;1;1
1203.2;1.940.645;62;1957.5;0;0;350;2;1
915.1;2.473.243;37;1957.5;0;0;323;1;1
445.7;1.273.429;35;1956;0;0;712;1;1
1368.2;2.533.704;54;1991;0;0;723;1;1
949.4;18.988;50;1984;0;0;321;2;1
571.8;19. Jun;30;1939;0;0;332;1;1
1031;1.452.113;71;1929;0;0;816;1;1
677.4;141.125;48;1939;0;0;822;1;1
858.2;1.430.333;60;1991;1;0;284;2;1
930.1;9.394.949;99;1918;0;0;252;1;1
782.3;1.029.342;76;1929;0;0;251;1;1
1672.7;1.900.795;88;1991;0;1;281;1;1
1309.7;1.109.915;118;1918;0;0;623;1;1
634.3;1.714.324;37;1953;0;0;360;2;1
671.9;1.919.714;35;1972;0;0;411;2;1
357.3;6.616.666;54;1960;0;0;1013;1;0
784.4;1.170.746;67;1972;0;0;422;1;1
563.4;1.341.429;42;1963;0;0;543;2;1
700.7;1.297.593;54;1983;0;0;1822;1;1
452.1;15. Jul;30;1929;0;0;1811;1;1
1208.9;1.051.217;115;1991;0;1;1313;1;1
1074.1;1.989.074;54;1918;0;0;942;2;1
908.9;1.594.561;57;1963;0;0;2514;1;1
1060.2;9.908.411;107;1957.5;0;0;372;2;1
1161.5;290.375;40;1991;0;0;930;2;1
583.8;1.717.059;34;1929;0;0;813;1;1
559.7;1.435.128;39;1958;0;0;963;1;1
1317.5;19.375;68;1961;0;0;1134;1;1
826.7;1.401.186;59;1954;0;0;1132;1;1
690.7;1.062.615;65;1939;0;0;232;2;0
365.4;Okt 44;35;1957.5;0;0;413;2;1
716.3;1.989.722;36;1972;0;0;431;2;1
551.3;7.253.947;76;1929;0;0;2513;1;0
826;16.52;50;1939;0;0;2222;1;1
1140.9;1.164.184;98;1996;0;0;2142;1;1
1828.7;1.741.619;105;1980;0;0;2146;1;1
819;8.621.053;95;1957.5;0;0;563;1;1
1175.8;1.306.444;90;1918;0;0;532;2;0
1128.5;1.567.361;72;1963;0;0;210;2;1
484.9;1.672.069;29;1969;0;0;1263;2;1
1020.9;13.612;75;1975;0;0;2148;2;1
748.7;1.386.481;54;1969;0;0;1912;1;1
810.7;2.316.286;35;1970;0;0;1122;1;1
959.6;1.683.509;57;1959;0;0;360;2;1
442.2;7.494.915;59;1918;0;0;543;2;0
345.8;3.929.545;88;1918;0;0;543;2;0
1247.8;1.579.494;79;1957.5;0;0;1641;1;1
877.3;953.587;92;1918;0;0;543;1;1
809.9;1.499.815;54;1972;0;0;1132;1;1
849.3;9.991.765;85;1972;0;0;1133;1;1
535.3;10.706;50;1970;1;0;1123;1;1
1499.5;1.743.605;86;1994;0;0;1711;1;1
850.8;1.849.565;46;1991;0;0;1313;1;1
985.1;1.448.676;68;1972;0;0;1014;1;1
829.2;1.842.667;45;1996;0;0;1013;1;1
260;6.666.667;39;1986;0;1;1014;1;1
623.1;2.148.621;29;1971;0;0;2522;2;1
987.3;1.763.036;56;1996;0;0;2142;1;1
560.9;1.602.571;35;1968;0;0;2221;1;1
729;108.806;67;1965;0;0;1957;1;1
1016.6;1.993.333;51;1961;0;0;1132;1;1
689.9;13.798;50;1918;0;0;411;2;0
1055.5;1.353.205;78;1957.5;0;0;415;2;1
400.3;1.111.944;36;1939;0;0;2524;1;1
674.9;13.498;50;1918;0;0;914;1;0
622.8;9.295.522;67;1939;0;0;2525;1;1
1365.7;1.707.125;80;1958;0;0;1723;1;1
749;1.026.027;73;1957.5;0;0;961;2;0
1011.2;1.907.924;53;1988;0;0;1841;1;1
624;1.223.529;51;1962;1;0;1123;1;1
321.9;7.664.286;42;1958;0;0;413;2;0
592.2;8.112.329;73;1929;0;0;822;1;1
951;2.502.632;38;1967;0;0;816;1;1
767;1.095.714;70;1959;0;0;1714;1;1
481.2;16. Apr;30;1983;0;0;1912;1;1
478.2;8.539.286;56;1918;0;0;323;1;1
475.4;1.398.235;34;1962;0;0;421;1;1
724;9.526.316;76;1918;0;0;623;1;0
1071.7;1.448.243;74;1985;0;0;252;1;1
1421.2;1.822.051;78;1954;0;0;331;1;1
734.3;7.570.103;97;1957.5;0;0;333;2;0
662;1.249.057;53;1960;0;0;333;2;1
1230.3;2.196.964;56;1918;0;0;816;1;1
762.8;1.044.932;73;1918;0;0;822;1;1
586.4;674.023;87;1918;0;0;372;2;0
744.5;14.89;50;1958;0;0;333;2;1
1445.5;1.326.147;109;1929;0;0;282;1;1
372.4;Mai 32;70;1918;0;0;822;1;0
1063.3;15.19;70;1957.5;0;0;822;1;1
685.7;1.853.243;37;1957.5;0;0;321;2;1
406.4;1.310.968;31;1957.5;0;0;272;1;1
1790.9;2.082.442;86;1991;0;0;542;2;1
1150.1;1.597.361;72;1954;0;0;1543;2;1
750.6;1.191.429;63;1961;0;0;1926;1;1
1040.6;1.530.294;68;1965;0;0;1957;1;1
1056.4;1.427.568;74;1983;0;0;1942;1;1
531.1;230.913;23;1961;0;0;1831;1;1
237.2;4.020.339;59;1929;0;0;1832;1;1
507.8;1.538.788;33;1963;0;0;1711;1;1
592.2;9.400.001;63;1938;0;0;1713;1;1
1048.5;1.344.231;78;1971;0;0;1713;1;1
784.1;1.351.896;58;1970;0;0;822;1;1
757.6;971.282;78;1918;0;0;822;1;1
1479.1;1.509.286;98;1959;0;0;1545;2;1
512;16;32;1952;0;0;1543;2;1
509.5;7.076.389;72;1982;0;0;1401;1;1
714.7;Okt 21;70;1972;0;0;1613;2;1
916.3;1.949.574;47;1981;0;0;563;2;1
765.4;1.048.493;73;1968;0;0;414;2;1
688.5;22.95;30;1972;0;0;414;2;1
759.1;960.886;79;1957.5;0;0;414;2;1
718.7;1.330.926;54;1972;0;0;414;2;1
2258.6;22.586;100;1989;1;0;415;2;1
785;1.171.642;67;1929;0;0;350;2;0
1277.9;1.726.892;74;1957.5;0;0;350;2;1
1170.1;1.602.877;73;1977;0;0;1911;1;1
754.8;2.795.555;27;1972;0;0;563;2;1
750.3;1.339.821;56;1964;0;0;1404;1;1
752.7;1.568.125;48;1957;0;0;1363;1;1
1561.5;2.402.308;65;1918;0;1;2112;3;1
1727.1;1.308.409;132;1929;0;0;1243;2;1
868.4;1.809.167;48;1950;0;0;1343;2;1
634.2;1.294.286;49;1972;0;0;1957;1;1
1538.1;1.493.301;103;1968;0;0;1958;2;1
622.1;6.413.402;97;1918;0;0;816;1;1
569.3;1.779.062;32;1971;0;0;1713;1;1
1104.9;1.726.406;64;1984;0;0;350;2;1
764.1;1.193.906;64;1972;0;0;2421;1;1
413.1;1.588.846;26;1962;0;0;1013;1;1
522.4;81.625;64;1971;0;0;1013;1;1
2291.9;2.575.168;89;1983;0;0;252;1;1
1158.6;1.655.143;70;1959;0;0;282;1;1
517.3;18.475;28;1958;0;0;811;1;1
627.6;1.651.579;38;1956;0;0;1027;1;1
950.7;1.828.269;52;1986;0;0;964;2;1
737.7;2.543.793;29;1996;0;0;1612;1;1
999.8;1.514.848;66;1983;0;1;1312;1;1
1137.8;1.197.684;95;1955;0;0;1262;2;1
798.3;1.209.545;66;1972;0;0;1321;1;1
371.9;5.312.857;70;1918;0;0;531;2;0
1535.5;15.355;100;1939;0;0;411;2;1
659.2;8.451.283;78;1918;0;0;623;1;0
965;1.096.591;88;1972;0;0;1406;1;1
741.9;2.119.714;35;1984;0;0;1615;1;1
509.9;1.545.152;33;1962;0;0;1241;1;1
1872.4;1.970.947;95;1918;0;0;413;2;1
1358;19. Apr;70;1957.5;0;1;162;2;1
1326.6;1.411.277;94;1979;0;0;1957;1;1
1012.6;2.154.468;47;1990;0;0;964;2;1
749.1;9.248.148;81;1973;0;0;2024;1;1
668.5;8.570.513;78;1968;0;0;1942;1;1
1115.1;1.922.586;58;1980;0;0;1914;1;1
1212.5;1.732.143;70;1968;0;0;711;1;1
1024.6;1.970.385;52;1968;0;0;1912;1;1
852;1.468.966;58;1963;0;0;422;1;1
765.5;1.780.233;43;1981;0;0;1013;1;1
721.1;175.878;41;1970;0;0;1375;1;1
904.1;1.558.793;58;1972;0;0;1402;1;1
936.6;12.488;75;1960;0;0;532;2;1
973;1.801.852;54;1983;0;0;1372;2;1
533.4;12. Jul;42;1956;0;0;1363;1;1
239.5;3.991.667;60;1939;0;0;1402;1;0
3594.6;2.479.035;145;1918;0;0;232;2;1
858.9;9.987.209;86;1954;0;0;1363;1;1
1308;13. Aug;100;1918;0;0;231;2;1
1306.9;2.420.185;54;1993;0;0;2114;1;1
1471.5;1.936.184;76;1991;1;0;1653;2;1
610.9;2.036.333;30;1983;0;0;961;2;1
546.1;1.400.256;39;1918;0;0;531;2;0
703.4;9.769.444;72;1957.5;0;0;413;2;1
716.8;9.686.486;74;1957.5;0;0;411;2;1
1028.2;1.195.581;86;1966;0;0;2221;1;1
972.1;1.593.606;61;1983;0;0;2221;1;1
727.1;1.211.833;60;1972;0;0;713;1;1
1042.4;1.510.725;69;1972;0;0;711;1;1
887.9;8.879.001;100;1957.5;0;0;531;2;1
484.1;7.808.064;62;1918;0;0;624;1;0
702.9;1.098.281;64;1957.5;0;0;623;1;1
871.4;1.131.688;77;1918;0;0;623;1;1
924.8;1.216.842;76;1968;0;0;1641;1;1
882.1;1.102.625;80;1969;0;0;1642;1;1
447.8;1.658.518;27;1960;0;0;951;2;1
903.6;8.214.545;110;1918;1;0;941;2;1
591.9;8.108.219;73;1964;0;0;1123;1;1
521.5;7.783.582;67;1957.5;0;0;321;2;0
107.7;2.447.727;44;1936;0;0;712;2;0
1096.5;10.965;100;1918;0;0;273;1;1
812.9;1.195.441;68;1954;0;0;963;1;1
609.3;9.827.419;62;1972;0;0;964;2;1
1244.7;1.536.667;81;1970;0;0;1833;1;1
643.5;1.191.667;54;1960;0;0;1811;1;1
537.5;1.791.667;30;1970;0;0;1013;1;1
1860;2.043.956;91;1985;0;0;926;2;1
608.7;7.705.063;79;1918;0;0;542;1;0
884.4;1.579.286;56;1970;0;0;1851;1;1
690.2;1.865.405;37;1972;0;0;1124;1;1
1055.3;1.507.572;70;1989;0;0;1957;2;1
280.3;70.075;40;1983;0;0;916;2;1
881.5;1.356.154;65;1918;0;0;623;1;1
1039.6;1.732.667;60;1939;0;0;413;2;1
950.8;1.398.235;68;1957.5;0;0;350;2;1
821.6;1.067.013;77;1957.5;0;0;350;2;1
1250.2;1.543.457;81;1957.5;0;0;350;2;1
1531.6;1.595.417;96;1918;0;0;350;2;1
1991.7;165.975;120;1924;0;0;512;2;1
509.2;1.212.381;42;1973;0;0;2024;1;1
702.9;1.634.651;43;1964;0;0;1714;1;1
424;7.438.597;57;1918;0;0;552;1;1
818.3;8.022.549;102;1918;0;0;1832;1;1
464.1;8.001.724;58;1969;0;0;1617;1;1
507.9;10.158;50;1957.5;0;0;1852;2;1
578.8;1.181.224;49;1969;0;0;1712;1;1
813.2;1.003.951;81;1970;0;0;1723;1;1
652.3;2.329.643;28;1972;0;0;1723;2;1
2280.7;2.192.981;104;1990;1;0;1842;2;1
1164.4;173.791;67;1918;0;0;210;2;1
902;1.387.692;65;1918;0;0;543;2;0
1444.5;2.063.571;70;1985;0;0;1955;3;1
1150.1;1.575.479;73;1934;0;0;1853;2;1
873.7;1.065.488;82;1953;0;0;1721;1;1
1313.7;1.563.929;84;1957.5;0;0;360;2;1
526.1;1.169.111;45;1933;0;0;1641;1;1
587.4;Sep 79;60;1929;0;0;425;2;1
1028.3;1.534.776;67;1957.5;0;0;411;2;1
1178.7;1.592.838;74;1960;0;0;1822;1;1
491.1;1.091.333;45;1984;0;1;1713;1;1
1657.1;1.972.738;84;1965;1;0;2221;1;1
1582.5;15.825;100;1954;0;0;426;2;1
1513.9;15.139;100;1918;0;0;1263;2;1
972.7;992.551;98;1929;0;0;1243;2;1
1101.9;1.967.679;56;1992;0;1;622;1;1
411.5;Aug 23;50;1954;0;0;1242;2;1
1030.1;1.661.452;62;1957.5;0;0;1912;1;1
1404.6;2.194.687;64;1918;0;0;911;3;1
715.7;1.350.377;53;1972;0;0;1913;1;1
1278.7;1.598.375;80;1918;0;0;914;2;1
912.9;1.323.044;69;1961;0;0;1013;1;1
978.7;1.138.023;86;1957.5;0;0;2514;1;1
718.2;20.52;35;1971;0;0;916;2;1
580.6;9.518.032;61;1939;0;0;916;1;1
1127.9;1.409.875;80;1976;0;0;1408;2;1
705.7;176.425;40;1929;0;0;816;1;1
1108.8;1.788.387;62;1929;0;1;816;1;1
651.5;1.002.308;65;1918;0;0;321;2;0
462.3;9.631.249;48;1957.5;0;0;1912;1;1
696.9;9.292.001;75;1957.5;0;0;372;2;1
932.4;15.54;60;1957.5;0;0;962;1;1
772.6;8.397.826;92;1957.5;0;0;210;2;1
1158.3;1.868.226;62;1957.5;0;0;411;2;0
717.7;8.544.047;84;1974;0;0;1402;1;1
633.6;1.021.935;62;1939;0;0;350;2;1
397.9;2.763.194;144;1918;0;0;1711;1;0
919.9;2.044.222;45;1984;0;0;162;2;1
566.6;1.069.057;53;1963;0;0;561;2;1
603.7;1.006.167;60;1918;0;0;623;1;0
570.3;8.773.846;65;1957.5;0;0;426;2;1
897.6;1.181.053;76;1929;0;0;360;2;1
885.8;1.362.769;65;1929;0;0;372;2;1
329.3;7.317.778;45;1918;0;0;531;2;0
557.9;1.239.778;45;1960;0;0;1613;2;1
1589;15.89;100;1960;0;0;113;2;1
1084.6;1.618.806;67;1960;0;0;1241;2;1
593.2;1.140.769;52;1960;0;0;2131;1;1
700;8.235.294;85;1918;0;0;563;2;1
1750.6;186.234;94;1972;0;0;322;1;1
894.6;1.542.414;58;1959;0;0;1833;1;1
373.3;1.244.333;30;1958;0;0;1712;1;1
1039.8;1.130.217;92;1918;1;0;372;2;1
589.4;Aug 42;70;1951;0;0;734;1;0
880.6;Dez 58;70;1918;0;0;541;2;1
1817.4;1.913.053;95;1984;1;0;1955;3;1
660.4;1.572.381;42;1958;0;0;1841;1;1
1401.6;1.557.333;90;1959;0;0;1833;1;1
992.9;2.158.478;46;1985;0;0;1934;1;1
1193.6;1.705.143;70;1967;0;0;612;1;1
1077.3;192.375;56;1973;0;0;241;2;1
525;9.545.455;55;1983;0;0;1345;1;1
525.2;1.750.667;30;1972;0;0;942;2;1
678.6;1.211.786;56;1962;0;0;2514;1;1
1055.5;1.507.857;70;1957.5;0;0;711;1;1
1552.4;1.687.391;92;1918;0;0;822;1;1
668.7;1.261.698;53;1939;0;0;543;2;0
791;1.521.154;52;1959;0;0;1833;1;1
1445.9;2.224.462;65;1985;0;1;1841;1;1
1304.9;2.104.677;62;1967;0;0;1713;1;1
714.6;1.050.882;68;1970;0;0;1933;2;1
705.1;1.566.889;45;1937;0;0;1622;1;1
922.1;1.487.258;62;1957.5;0;0;623;1;1
598.5;1.150.961;52;1958;0;0;713;1;1
501.2;1.113.778;45;1956;0;0;713;1;1
1116.9;1.692.273;66;1991;0;1;1313;1;1
697.9;8.021.839;87;1929;0;0;350;2;0
1058.2;1.824.483;58;1957.5;0;0;153;2;1
972.5;1.157.738;84;1958;0;0;422;1;1
1302.8;1.329.388;98;1988;0;0;1934;2;1
1301.4;1.859.143;70;1995;0;0;2424;1;1
1081;130.241;83;1968;0;0;1942;1;1
933;9.424.242;99;1968;0;0;1942;1;1
681.8;Sep 74;70;1970;0;0;1406;1;1
1470.4;2.014.247;73;1992;0;0;1406;1;1
2091;1.866.964;112;1918;0;1;360;2;1
791.6;1.364.828;58;1918;0;0;814;1;1
835.2;1.606.154;52;1957.5;1;0;372;2;1
716.2;2.046.286;35;1957.5;0;0;1711;1;1
745.9;1.462.549;51;1969;0;0;1711;1;1
601.3;2.004.333;30;1969;0;0;1621;1;1
866.3;1.443.833;60;1961;0;0;1712;1;1
761;1.042.466;73;1918;0;0;1711;1;1
682.6;1.034.242;66;1952;0;0;1372;2;1
480.9;8.150.847;59;1918;0;0;153;2;0
673;1.085.484;62;1962;0;0;713;1;1
691.8;2.231.613;31;1965;0;0;1944;1;1
757.1;9.832.467;77;1957.5;0;0;372;2;1
528.8;7.892.537;67;1939;0;0;425;2;1
752.6;1.320.351;57;1959;0;0;232;2;1
1153.3;1.310.568;88;1957.5;0;0;2221;1;1
1008.4;1.276.456;79;1960;0;0;612;1;1
601.6;9.255.384;65;1918;0;0;220;2;1
749.7;Jul 35;102;1918;0;0;552;1;0
473;7.390.625;64;1929;0;0;915;1;0
543.7;1.553.429;35;1974;0;0;915;1;1
1010.9;1.263.625;80;1970;0;0;1375;1;1
803.8;1.236.615;65;1971;0;0;1713;1;1
1059.3;1.655.156;64;1972;0;0;1404;1;1
655.3;1.598.293;41;1972;0;0;1406;1;1
624.7;156.175;40;1957.5;0;0;2135;1;1
782.4;1.397.143;56;1958;0;0;341;2;1
1061.1;1.326.375;80;1918;0;0;944;2;0
763;1.192.188;64;1918;0;0;962;1;1
1100.2;1.000.182;110;1918;0;0;564;1;1
1036;1.079.167;96;1983;1;0;963;1;1
670.3;1.081.129;62;1918;0;0;521;2;1
870.3;1.243.286;70;1924;0;0;531;2;1
1032;Okt 32;100;1970;1;0;522;2;1
1655.1;1.724.063;96;1991;1;0;1635;1;1
635.5;1.444.318;44;1963;0;0;231;2;1
258.9;7.845.454;33;1960;0;0;951;1;1
519.2;8.653.334;60;1952;0;0;413;2;0
792.7;2.477.188;32;1957.5;0;0;350;2;1
535.1;7.869.117;68;1918;0;0;563;1;1
2209.6;2.084.528;106;1977;0;0;284;2;1
576;1.225.532;47;1929;0;0;522;1;1
1374.2;1.761.795;78;1981;1;0;563;1;1
678.2;1.130.333;60;1961;0;0;432;1;1
1093.8;1.286.824;85;1964;0;0;1133;1;1
950.3;1.319.861;72;1958;0;0;1375;1;1
1636.3;1.558.381;105;1980;1;0;1313;1;1
1499;2.141.429;70;1983;0;0;1721;1;1
623.8;1.641.579;38;1971;0;0;1912;1;1
807.2;20.18;40;1929;0;0;512;2;1
425.2;1.518.571;28;1957;0;0;1833;1;1
1000.3;178.625;56;1972;0;0;1617;1;1
799.6;2.284.571;35;1976;0;0;565;1;1
714.9;1.021.286;70;1962;0;0;1935;2;1
1406.4;1.326.792;106;1953;0;0;1721;1;1
772.2;23. Apr;33;1972;0;0;942;2;1
1403.9;14.039;100;1983;0;0;1951;2;1
468.5;1.673.214;28;1939;0;0;2414;1;1
390.1;6.001.539;65;1957.5;0;0;923;2;0
864.6;1.465.424;59;1918;0;0;914;2;1
530.2;9.818.519;54;1937;0;0;732;1;1
492.8;1.449.412;34;1957;0;0;424;1;1
986;1.792.727;55;1984;0;0;1842;2;1
900.6;1.111.852;81;1929;0;0;914;2;1
1025.4;1.349.211;76;1966;0;0;1712;1;1
483.5;7.007.246;69;1939;0;0;522;1;1
1338.2;2.230.333;60;1991;1;0;1721;1;1
1174.6;1.415.181;83;1918;0;0;113;2;1
473.3;1.526.774;31;1970;0;0;220;2;1
1315.8;21.93;60;1991;0;0;331;2;1
840.8;1.064.304;79;1962;0;0;1821;1;1
661.1;8.698.684;76;1929;0;0;623;1;1
438.6;8.434.615;52;1929;0;0;611;1;1
615.1;1.662.432;37;1965;0;0;1123;1;1
1843.4;2.118.851;87;1991;0;0;542;1;1
1966.2;1.787.454;110;1929;0;0;914;2;1
923.9;1.154.875;80;1969;0;0;1642;1;1
726.4;2.201.212;33;1991;0;0;1634;2;1
969.8;125.948;77;1918;0;0;251;1;1
1041.6;1.467.042;71;1969;0;0;2526;2;1
700.9;1.078.308;65;1957.5;0;0;2325;1;1
955.1;1.516.032;63;1971;0;0;2325;1;1
907.4;13.96;65;1962;0;0;1951;2;1
609.9;7.010.345;87;1989;0;1;1952;3;1
1502.9;1.878.625;80;1983;0;0;1954;3;1
785.2;1.826.047;43;1918;0;0;1811;1;1
1040.4;1.316.962;79;1975;1;0;563;2;1
466.1;9.710.417;48;1918;0;0;913;2;1
1119.4;1.835.082;61;1972;0;0;1934;1;1
1311.8;2.049.688;64;1991;0;0;1931;2;1
953.5;1.059.444;90;1918;0;0;414;2;0
1032.9;1.359.079;76;1937;0;0;1241;2;1
447.6;7.852.632;57;1918;0;0;242;2;0
469.7;1.304.722;36;1972;0;0;962;1;1
1239.2;1.332.473;93;1957.5;0;0;412;2;1
878.5;9.761.111;90;1955;0;0;426;2;1
831.6;1.052.658;79;1957;0;0;963;1;1
821.6;8.930.434;92;1955;1;0;1112;1;1
594.4;Jul 43;80;1955;0;0;1111;1;1
609.5;761.875;80;1918;0;0;814;1;1
1185.2;1.693.143;70;1918;0;0;822;1;1
553.7;9.384.746;59;1938;0;0;1714;1;1
569.7;1.035.818;55;1955;0;0;424;1;0
452.8;110.439;41;1951;0;0;1244;2;1
604.2;1.078.929;56;1954;0;0;413;2;1
1278.4;1.826.286;70;1972;0;0;1712;1;1
1010.4;1.148.182;88;1959;0;0;1713;1;1
1085.6;1.262.326;86;1970;0;0;713;1;1
931;1.633.333;57;1957.5;0;0;531;2;1
1054.6;1.550.882;68;1981;0;0;373;2;1
657.1;2.346.786;28;1957.5;0;0;321;1;1
573.5;1.024.107;56;1924;0;0;1812;1;1
1454.3;1.514.896;96;1940;0;0;1375;2;1
981.2;1.509.538;65;1983;0;0;1646;1;1
972.7;1.279.868;76;1983;0;0;1543;2;1
1178.4;1.614.247;73;1969;0;0;1515;1;1
1152;1.745.455;66;1967;0;0;1361;1;1
745.5;1.620.652;46;1957.5;0;0;1312;1;1
913.7;1.692.037;54;1957.5;0;0;563;2;1
834.6;1.098.158;76;1957.5;0;0;411;2;1
668.3;9.827.941;68;1961;0;0;1013;1;1
1112.5;1.426.282;78;1962;0;0;432;1;1
474.8;1.318.889;36;1961;0;0;432;1;1
715.5;1.172.951;61;1957.5;0;0;413;2;1
1221;154.557;79;1963;0;1;422;1;1
312.7;919.706;34;1957.5;0;0;350;2;1
346.9;1.084.062;32;1960;1;0;360;2;1
934.9;1.374.853;68;1973;0;0;2147;1;1
902.1;6.443.571;140;1939;1;0;415;2;1
933.9;1.729.445;54;1983;0;0;2113;1;1
678.5;848.125;80;1960;0;0;522;1;1
1455.3;1.993.562;73;1981;0;1;923;2;1
1054.5;21. Sep;50;1993;0;0;2131;1;1
1022.6;2.005.098;51;1989;0;0;252;1;1
526.7;1.504.857;35;1972;0;0;261;1;1
492.6;7.463.636;66;1929;0;0;813;2;1
1488.7;1.550.729;96;1970;0;0;2144;2;1
917.6;9.363.265;98;1918;0;0;1711;1;1
1068.3;1.669.219;64;1924;0;0;413;2;1
676.4;1.300.769;52;1974;0;0;1402;1;1
638.5;8.868.055;72;1968;0;0;2221;2;1
774;12. Sep;60;1965;0;0;1404;1;1
1055.7;224.617;47;1971;0;0;1617;1;1
818.6;1.049.487;78;1967;0;0;1957;1;1
1031.1;1.874.727;55;1967;0;0;1912;1;1
621.2;8.627.778;72;1918;0;1;1952;3;1
928.9;1.366.029;68;1918;0;0;1811;1;1
421.8;1.318.125;32;1918;0;0;1812;1;0
1113.2;1.952.982;57;1958;0;0;563;1;1
1724.2;1.981.839;87;1918;0;0;565;1;1
